id,city,lat,lng,country,capital
606,Nizhniy Novgorod,56.3269,44.0075,Russia,1
607,Ahvāz,31.3203,48.6692,Iran,1
608,Jepara,-6.5333,110.6667,Indonesia,0
609,Shaoyang,32.9387,119.8404,China,0
610,Comayagüela,14.0981,-87.2097,Honduras,
611,Laiwu,36.1833,117.6667,China,
612,Sharjah,25.3575,55.3908,United Arab Emirates,1
613,Kalamboli,19.2333,73.1333,India,
614,Jingling,30.6667,113.1667,China,
615,Kazan,55.7964,49.1089,Russia,1
616,Suwon,37.2667,127.0167,South Korea,1
617,Yongcheng,33.9317,116.4459,China,
618,Sumedang,-6.84,107.9208,Indonesia,
619,Calgary,51.05,-114.0667,Canada,
620,Cần Thơ,10.0333,105.7833,Vietnam,1
621,Yiwu,29.3081,120.0698,China,0
622,Bagam,1.0833,104.0333,Indonesia,
623,Beidao,34.602,105.918,China,0
624,Vasai,19.47,72.8,India,
625,Xiangshui,26.5964,104.8314,China,
626,Jacksonville,30.3322,-81.6749,United States,
627,Akçaabat,41.0167,39.55,Turkey,0
628,Campinas,-22.9058,-47.0608,Brazil,
629,Dadukou,26.5849,101.7149,China,0
630,Mombasa,-4.05,39.6667,Kenya,1
631,Lingcheng,22.7,110.35,China,
632,Najafgarh,28.6092,76.9798,India,
633,Vila Velha,3.2167,-51.2167,Brazil,
634,Gāzipura,23.9889,90.375,Bangladesh,
635,Chelyabinsk,55.15,61.4,Russia,1
636,Vārānasi,25.3189,83.0128,India,
637,Xinyu,27.795,114.9242,China,0
638,Qom,34.64,50.8764,Iran,1
639,Hargeysa,9.5631,44.0675,Somalia,1
640,Zhangye,38.9355,100.4553,China,0
641,Hiroshima,34.3914,132.4519,Japan,1
642,Maiduguri,11.8333,13.15,Nigeria,1
643,Chiang Mai,18.7953,98.9986,Thailand,1
644,Doha,25.2867,51.5333,Qatar,0
645,Maputo,-25.9667,32.5833,Mozambique,0
646,Mbandaka,0.0478,18.2558,Congo (Kinshasa),1
647,Pikine,14.75,-17.4,Senegal,
648,Medina,24.47,39.61,Saudi Arabia,1
649,Srīnagar,34.09,74.79,India,1
650,Omsk,54.9667,73.3833,Russia,1
651,Dublin,53.35,-6.2603,Ireland,0
652,Liaoyuan,42.8976,125.1381,China,
653,Cilacap,-7.7167,109.017,Indonesia,0
654,Yingtan,28.2333,117,China,
655,Bandar Lampung,-5.45,105.2667,Indonesia,1
656,Samara,53.2028,50.1408,Russia,1
657,Guankou,28.1417,113.625,China,0
658,Ulsan,35.55,129.3167,South Korea,1
659,Dhanbād,23.7998,86.4305,India,
660,Dingzhou,38.5158,114.9845,China,
661,Lianyuan,27.6961,111.6659,China,0
662,Rongcheng,29.8239,112.9019,China,0
663,Kaiyuan,36.0656,113.8153,China,0
664,Nay Pyi Taw,19.7475,96.115,Myanmar,0
665,Zhuji,29.7169,120.2314,China,0
666,Kigali,-1.9536,30.0606,Rwanda,0
667,Bukavu,-2.5,28.8667,Congo (Kinshasa),1
668,Leiyang,26.4179,112.8457,China,0
669,Bafoussam,5.4667,10.4167,Cameroon,1
670,Yichun,47.7235,128.8893,China,0
671,Benin City,6.3333,5.6222,Nigeria,1
672,Rostov,47.2333,39.7,Russia,1
673,Xiantao,30.3833,113.4,China,
674,Amritsar,31.64,74.86,India,
675,Callao,-12.0333,-77.1333,Peru,1
676,Salt Lake City,40.7776,-111.9311,United States,1
677,Alīgarh,27.88,78.08,India,
678,Shagamu,6.8333,3.65,Nigeria,0
679,Yingchuan,34.1511,113.4733,China,0
680,Ciudad Nezahualcóyotl,19.4081,-99.0186,Mexico,
681,Tbilisi,41.7225,44.7925,Georgia,0
682,Guwāhāti,26.1722,91.7458,India,
683,Ufa,54.7261,55.9475,Russia,1
684,Fès,34.0433,-5.0033,Morocco,1
685,São Luís,-2.5283,-44.3044,Brazil,1
686,Biên Hòa,10.95,106.8167,Vietnam,1
687,Sevilla,37.24,-5.99,Spain,1
688,N’Djamena,12.11,15.05,Chad,0
689,Mexicali,32.6633,-115.4678,Mexico,1
690,Nezahualcóyotl,19.4006,-99.0148,Mexico,0
691,Ikare,7.5167,5.75,Nigeria,0
692,Nashville,36.1715,-86.7842,United States,1
693,Tamale,9.4075,-0.8533,Ghana,1
694,Xibeijie,39.737,98.5049,China,0
695,Yuyao,30.0372,121.1546,China,
696,Hāora,22.58,88.3294,India,
697,Hanchuan,30.652,113.8274,China,
698,Gongzhuling,43.5036,124.8088,China,0
699,Krasnoyarsk,56.0089,92.8719,Russia,1
700,Cologne,50.9364,6.9528,Germany,
701,Bujumbura,-3.3833,29.3667,Burundi,0
702,Bishkek,42.8747,74.6122,Kyrgyzstan,0
703,Zhufeng,36,119.4167,China,
704,São Gonçalo,-22.8269,-43.0539,Brazil,
705,Yerevan,40.1814,44.5144,Armenia,0
706,Ezhou,30.3972,114.8842,China,0
707,Nur-Sultan,51.1472,71.4222,Kazakhstan,0
708,Tongjin,37.2333,127.2,South Korea,
709,Nouakchott,18.0858,-15.9785,Mauritania,0
710,Xiashi,30.5333,120.6833,China,0
711,Rānchi,23.36,85.33,India,1
712,Taixing,32.1724,120.0142,China,0
713,Vereeniging,-26.6736,27.9319,South Africa,
714,Gwalior,26.2215,78.178,India,
715,Zhongwei,37.5139,105.1884,China,0
716,Goyang,37.65,126.8,South Korea,0
717,Oslo,59.9133,10.7389,Norway,0
718,Vijayavāda,16.5193,80.6305,India,
719,Chandīgarh,30.75,76.78,India,1
720,Edmonton,53.5344,-113.4903,Canada,1
721,Sendai,38.2682,140.8694,Japan,1
722,Raleigh,35.8324,-78.6429,United States,1
723,Mizhou,35.99,119.3801,China,0
724,Tunis,36.8064,10.1817,Tunisia,0
725,Xishan,27.6609,113.4946,China,0
726,Barquisimeto,10.0678,-69.3467,Venezuela,1
727,Hegang,47.3139,130.2775,China,0
728,Voronezh,51.6717,39.2106,Russia,1
729,Perm,58.0139,56.2489,Russia,1
730,Changwon,35.2708,128.6631,South Korea,1
731,Fangchenggang,21.6,108.3,China,0
732,Shouguang,36.8833,118.7333,China,
733,Bogor,-6.5966,106.7972,Indonesia,
734,Cartagena,10.4,-75.5,Colombia,1
735,Matola,-25.9667,32.4667,Mozambique,
736,Jodhpur,26.28,73.02,India,
737,Memphis,35.1087,-89.9663,United States,
738,Ogbomoso,8.1333,4.25,Nigeria,0
739,Rangapukur,25.56,89.25,Bangladesh,
740,Managua,12.1544,-86.2738,Nicaragua,0
741,Sanya,18.2533,109.5036,China,0
742,Shymkent,42.3167,69.5958,Kazakhstan,1
743,Wutong,30.6326,120.5474,China,0
744,Niamey,13.515,2.1175,Niger,0
745,Shubrā al Khaymah,30.1286,31.2422,Egypt,
746,Linhai,28.8523,121.1409,China,
747,Denizli,37.7667,29.0833,Turkey,1
748,Maceió,-9.6658,-35.735,Brazil,1
749,Monrovia,6.3133,-10.8014,Liberia,0
750,Wafangdian,39.6271,121.9972,China,
751,Zhongxiang,31.169,112.5853,China,
752,Louisville,38.1663,-85.6485,United States,
753,Odesa,46.4775,30.7326,Ukraine,1
754,Thủ Đức,10.8266,106.7609,Vietnam,0
755,Volgograd,48.7086,44.5147,Russia,1
756,Islamabad,33.6931,73.0639,Pakistan,0
757,Port-au-Prince,18.5333,-72.3333,Haiti,0
758,Xinyi,22.3559,110.9369,China,
759,Raipur,21.25,81.63,India,1
760,Arequipa,-16.4,-71.5333,Peru,1
761,Richmond,37.5295,-77.4756,United States,1
762,Zaoyang,32.1287,112.7581,China,
763,Buffalo,42.9018,-78.8487,United States,
764,Shuizhai,33.4433,114.8994,China,
765,Xingyi,25.091,104.9011,China,
766,Kota,25.18,75.83,India,
767,Quetta,30.1833,67,Pakistan,1
768,Kathmandu,27.7172,85.324,Nepal,0
769,Ottawa,45.4247,-75.695,Canada,0
770,Lilongwe,-13.9833,33.7833,Malawi,0
771,Asmara,15.3228,38.925,Eritrea,0
772,Freetown,8.4844,-13.2344,Sierra Leone,0
773,Vientiane,17.9667,102.6,Laos,0
774,Jerusalem,31.7784,35.2066,Israel,0
775,Riga,56.9489,24.1064,Latvia,0
776,Bangui,4.3733,18.5628,Central African Republic,0
777,Dushanbe,38.5367,68.78,Tajikistan,0
778,Lomé,6.1319,1.2228,Togo,0
779,Ashgabat,37.95,58.3833,Turkmenistan,0
780,Zagreb,45.8167,15.9833,Croatia,0
781,Libreville,0.3903,9.4542,Gabon,0
782,Cotonou,6.3667,2.4333,Benin,0
783,Pretoria,-25.7461,28.1881,South Africa,0
784,Vilnius,54.6872,25.28,Lithuania,0
785,Winnipeg,49.8844,-97.1464,Canada,1
786,Quebec City,46.8139,-71.2081,Canada,1
787,Chisinau,47.0228,28.8353,Moldova,0
788,Port Moresby,-9.4789,147.1494,Papua New Guinea,0
789,Skopje,41.9961,21.4317,Macedonia,0
790,Djibouti,11.5883,43.145,Djibouti,0
791,Gaza,31.5069,34.456,Gaza Strip,0
792,Kingston,17.9714,-76.7931,Jamaica,0
793,Rabat,34.0209,-6.8416,Morocco,0
794,San Salvador,13.6989,-89.1914,El Salvador,0
795,The Hague,52.08,4.31,Netherlands,0
796,Asunción,-25.3,-57.6333,Paraguay,0
797,Juba,4.85,31.6,South Sudan,0
798,Maseru,-29.31,27.48,Lesotho,0
799,Bissau,11.85,-15.5667,Guinea-Bissau,0
800,Valletta,35.8983,14.5125,Malta,0
801,Bratislava,48.1439,17.1097,Slovakia,0
802,Kitchener,43.4186,-80.4728,Canada,
803,Manama,26.225,50.5775,Bahrain,0
804,Tallinn,59.4372,24.7453,Estonia,0
805,Beirut,33.8869,35.5131,Lebanon,0
806,Cape Town,-33.9253,18.4239,South Africa,0
807,Tirana,41.3289,19.8178,Albania,0
808,Sarajevo,43.8564,18.4131,Bosnia and Herzegovina,0
809,Wellington,-41.2889,174.7772,New Zealand,0
810,Banjul,13.4531,-16.5775,The Gambia,0
811,Halifax,44.6475,-63.5906,Canada,1
812,Canberra,-35.2931,149.1269,Australia,0
813,Yamoussoukro,6.8161,-5.2742,Côte d'Ivoire,0
814,Victoria,48.4283,-123.3647,Canada,1
815,Nicosia,35.1725,33.365,Cyprus,0
816,Windhoek,-22.57,17.0836,Namibia,0
817,Saint-Denis,-20.8789,55.4481,Reunion,0
818,Porto-Novo,6.4972,2.605,Benin,0
819,Sucre,-19.0475,-65.26,Bolivia,0
820,Ljubljana,46.0514,14.5061,Slovenia,0
821,Nassau,25.0781,-77.3386,The Bahamas,0
822,Bloemfontein,-29.1167,26.2167,South Africa,0
823,Fort-de-France,14.6,-61.0667,Martinique,0
824,New Delhi,28.6139,77.209,India,0
825,Gaborone,-24.6581,25.9122,Botswana,0
826,Paramaribo,5.8522,-55.2039,Suriname,0
827,Dili,-8.5536,125.5783,Timor-Leste,0
828,Dodoma,-6.1731,35.7419,Tanzania,0
829,Georgetown,6.8058,-58.1508,Guyana,0
830,Gibraltar,36.1333,-5.35,Gibraltar,0
831,Malabo,3.75,8.7833,Equatorial Guinea,0
832,Suva,-18.1416,178.4419,Fiji,0
833,Nouméa,-22.2758,166.458,New Caledonia,0
834,Pristina,42.6633,21.1622,Kosovo,0
835,Male,4.1753,73.5089,Maldives,0
836,Port Louis,-20.1644,57.5042,Mauritius,0
837,Podgorica,42.4413,19.2629,Montenegro,0
838,Willemstad,12.108,-68.935,Curaçao,0
839,Bern,46.9481,7.4475,Switzerland,0
840,Gitega,-3.4283,29.925,Burundi,0
841,Reykjavík,64.1467,-21.94,Iceland,0
842,Luxembourg,49.6117,6.1319,Luxembourg,0
843,Papeete,-17.5334,-149.5667,French Polynesia,0
844,Praia,14.918,-23.509,Cabo Verde,0
845,Sri Jayewardenepura Kotte,6.9108,79.8878,Sri Lanka,0
846,Bridgetown,13.0975,-59.6167,Barbados,0
847,Moroni,-11.699,43.256,Comoros,0
848,Thimphu,27.4722,89.6361,Bhutan,0
849,Mbabane,-26.3208,31.1617,Swaziland,0
850,Honiara,-9.4319,159.9556,Solomon Islands,0
851,Port of Spain,10.6667,-61.5167,Trinidad and Tobago,0
852,Castries,14.0167,-60.9833,Saint Lucia,0
853,Putrajaya,2.93,101.69,Malaysia,0
854,Cayenne,4.933,-52.33,French Guiana,0
855,São Tomé,0.3361,6.7306,Sao Tome and Principe,0
856,Port-Vila,-17.7333,168.3167,Vanuatu,0
857,Bandar Seri Begawan,4.8903,114.9422,Brunei,0
858,Monaco,43.7333,7.4167,Monaco,0
859,Apia,-13.8333,-171.75,Samoa,0
860,Tarawa,1.3382,173.0176,Kiribati,0
861,Oranjestad,12.5186,-70.0358,Aruba,0
862,Saint Helier,49.1858,-2.11,Jersey,0
863,Mamoudzou,-12.7794,45.2272,Mayotte,0
864,Majuro,7.0833,171.3833,Marshall Islands,0
865,Douglas,54.145,-4.482,Isle Of Man,0
866,George Town,19.2866,-81.3744,Cayman Islands,0
867,Victoria,-4.6167,55.45,Seychelles,0
868,Kingstown,13.1578,-61.225,Saint Vincent and the Grenadines,0
869,Andorra la Vella,42.5,1.5,Andorra,0
870,Saint John’s,17.1167,-61.85,Antigua and Barbuda,0
871,Nuku‘alofa,-21.1333,-175.2,Tonga,0
872,Nuuk,64.1814,-51.6942,Greenland,0
873,Belmopan,17.2514,-88.7669,Belize,0
874,Roseau,15.3014,-61.3883,Dominica,0
875,Basseterre,17.3,-62.7333,Saint Kitts and Nevis,0
876,Tórshavn,62,-6.7833,Faroe Islands,0
877,Road Town,18.4167,-64.6167,British Virgin Islands,0
878,Pago Pago,-14.274,-170.7046,American Samoa,0
879,Grand Turk,21.4664,-71.136,Turks and Caicos Islands,0
880,Marigot,18.0706,-63.0847,Saint Martin,0
881,Palikir,6.9178,158.185,Federated States of Micronesia,0
882,Funafuti,-8.5167,179.2,Tuvalu,0
883,Vaduz,47.141,9.521,Liechtenstein,0
884,Lobamba,-26.4465,31.2064,Swaziland,0
885,Avarua,-21.207,-159.771,Cook Islands,0
886,Saint George’s,12.05,-61.75,Grenada,0
887,San Marino,43.9346,12.4473,San Marino,0
888,Tifariti,26.158,-10.567,Morocco,0
889,Philipsburg,18.0237,-63.0458,Sint Maarten,0
890,Capitol Hill,15.2137,145.7546,Northern Mariana Islands,0
891,Stanley,-51.7,-57.85,Falkland Islands (Islas Malvinas),0
892,Hamilton,32.2942,-64.7839,Bermuda,0
893,Vatican City,41.904,12.453,Vatican City,0
894,Alofi,-19.056,-169.921,Niue,0
895,Basse-Terre,16.0104,-61.7055,Guadeloupe,0
896,Hagåtña,13.4745,144.7504,Guam,0
897,Jamestown,-15.9251,-5.7179,"Saint Helena, Ascension, and Tristan da Cunha",0
898,Brades,16.7928,-62.2106,Montserrat,0
899,Yaren,-0.5477,166.9209,Nauru,0
900,Gustavia,17.8958,-62.8508,Saint Barthelemy,0
901,Ngerulmud,7.5006,134.6242,Palau,0
902,Saint-Pierre,46.7811,-56.1764,Saint Pierre and Miquelon,0
903,The Valley,18.2167,-63.05,Anguilla,0
904,Mata-Utu,-13.2825,-176.1736,Wallis and Futuna,0
905,Kingston,-29.0569,167.9617,Norfolk Island,0
906,Longyearbyen,78.2167,15.6333,Svalbard,0
907,Adamstown,-25.0667,-130.0833,Pitcairn Islands,0
908,Flying Fish Cove,-10.4167,105.7167,Christmas Island,0
909,King Edward Point,-54.2833,-36.5,South Georgia And South Sandwich Islands,0
910,Bareilly,28.364,79.415,India,
911,Quảng Hà,15.9333,108.2667,Vietnam,
912,Domaa-Ahenkro,7.2833,-2.8833,Ghana,
913,Oklahoma City,35.4676,-97.5136,United States,1
914,Xingcheng,24.1681,115.6669,China,0
915,Dongtai,32.8534,120.3037,China,0
916,Yingcheng,24.1878,113.4042,China,0
917,Chiba,35.6073,140.1064,Japan,1
918,Al Mijlad,11.0339,27.74,Sudan,
919,Pekanbaru,0.5092,101.4453,Indonesia,1
920,Luocheng,22.7645,111.5745,China,0
921,Dnipro,48.4675,35.04,Ukraine,1
922,Danyang,31.9948,119.575,China,
923,Godē,5.9527,43.5516,Ethiopia,
924,Natal,-6.9838,-60.2699,Brazil,
925,Nada,19.5,109.5833,China,0
926,Zamboanga City,6.9042,122.0761,Philippines,1
927,Kirkuk,35.4667,44.3167,Iraq,1
928,Bridgeport,41.1918,-73.1954,United States,
929,Wuchuan,21.4283,110.7749,China,
930,Huilong,31.8131,121.6574,China,0
931,Morelia,19.7683,-101.1894,Mexico,
932,Málaga,36.7194,-4.42,Spain,0
933,Cebu City,10.32,123.75,Philippines,1
934,Al Manşūrah,31.05,31.3833,Egypt,1
935,Coimbatore,11.0168,76.9558,India,
936,Santo Domingo Este,18.4855,-69.8734,Dominican Republic,1
937,Setagaya,35.6466,139.6532,Japan,
938,Sŏngnam,37.4333,127.15,South Korea,
939,Taishan,22.2486,112.785,China,
940,Teresina,-5.0949,-42.8042,Brazil,1
941,Solāpur,17.68,75.92,India,
942,Tangier,35.7767,-5.8039,Morocco,1
943,Kermānshāh,34.3142,47.065,Iran,1
944,Krasnodar,45.0333,38.9667,Russia,1
945,Baidoa,3.1167,43.65,Somalia,1
946,Gaalkacyo,6.7697,47.4308,Somalia,1
947,Anqiu,36.3619,119.1072,China,
948,Feicheng,36.186,116.772,China,
949,Seberang Jaya,5.4,100.4667,Malaysia,
950,El Alto,-16.5047,-68.1633,Bolivia,
951,Kitakyūshū,33.8833,130.8833,Japan,
952,Meishan,34.1736,112.839,China,0
953,Khartoum North,15.6333,32.6333,Sudan,
954,Kisangani,0.5153,25.1911,Congo (Kinshasa),1
955,Aguascalientes,21.876,-102.296,Mexico,1
956,Marrakech,31.63,-8.0089,Morocco,1
957,Donetsk,48.0028,37.8053,Ukraine,1
958,Trujillo,-8.112,-79.0288,Peru,1
959,New Orleans,30.0687,-89.9288,United States,
960,Taihe,30.8706,105.3784,China,0
961,Trichinopoly,10.7903,78.7047,India,
962,Xin’an,34.3662,118.3369,China,
963,Taihecun,45.768,131.0063,China,0
964,Kashgar,39.4681,75.9938,China,0
965,Naucalpan de Juárez,19.4753,-99.2378,Mexico,0
966,Çankaya,39.9244,32.8856,Turkey,0
967,Santiago de Cuba,20.0217,-75.8294,Cuba,1
968,Owerri,5.4833,7.0333,Nigeria,1
969,Padang,-0.95,100.3531,Indonesia,1
970,Qingzhou,36.6967,118.4797,China,
971,Lichuan,30.2965,108.9378,China,
972,Santiago del Estero,-27.7833,-64.2667,Argentina,1
973,Daye,30.1003,114.9699,China,
974,Hengzhou,22.6896,109.2674,China,0
975,Fort Worth,32.7817,-97.3474,United States,
976,Hartford,41.7661,-72.6834,United States,1
977,Esenyurt,41.047,28.658,Turkey,
978,Campo Grande,-20.4839,-54.615,Brazil,1
979,Zhuanghe,39.6896,122.9664,China,
980,Bobo-Dioulasso,11.1833,-4.2833,Burkina Faso,1
981,Ad Dammām,26.4333,50.1,Saudi Arabia,1
982,Quzhou,28.9545,118.8763,China,
983,Lhasa,29.6534,91.1719,China,1
984,Jiaozhou,36.2481,119.9625,China,
985,Bunia,1.5667,30.25,Congo (Kinshasa),1
986,Taguig City,14.52,121.05,Philippines,1
987,Cancún,21.1606,-86.8475,Mexico,0
988,Mérida,20.97,-89.62,Mexico,1
989,Yangchun,22.1717,111.7846,China,
990,Dengtalu,36.1386,114.1066,China,0
991,Morādābād,28.8389,78.7769,India,
992,Antipolo,14.5842,121.1763,Philippines,1
993,Abeokuta,7.1608,3.3483,Nigeria,1
994,Bucheon,37.5,126.7833,South Korea,0
995,Zhoushan,29.9887,122.2049,China,0
996,Tiruppūr,11.1085,77.3411,India,
997,Natal,-5.7833,-35.2,Brazil,1
998,Chihuahua,28.6353,-106.0889,Mexico,1
999,Klang,3.0333,101.45,Malaysia,
1000,As Sulaymānīyah,35.5572,45.4356,Iraq,1
1001,Gurgaon,28.456,77.029,India,
1002,Tucson,32.1541,-110.8787,United States,
1003,Hai’an,32.532,120.4604,China,0
1004,Ar Ramādī,33.4258,43.2992,Iraq,1
1005,Laiyang,36.9758,120.7136,China,
1006,Sale,34.0333,-6.8,Morocco,
1007,Jalandhar,31.2569,75.4432,India,
1008,Marseille,43.2964,5.37,France,1
1009,Bucaramanga,7.1333,-73,Colombia,1
1010,Kaifeng Chengguanzhen,34.8519,114.3481,China,0
1011,Ikeja,6.6186,3.3426,Nigeria,1
1012,Eskişehir,39.7767,30.5206,Turkey,1
1013,Saltillo,25.4231,-100.9919,Mexico,1
1014,Gaomi,36.3833,119.75,China,
1015,Liverpool,53.4075,-2.9919,United Kingdom,
1016,Ipoh,4.5972,101.075,Malaysia,1
1017,Oran,35.6969,-0.6331,Algeria,1
1018,Portsmouth,50.8058,-1.0872,United Kingdom,
1019,Southampton,50.9025,-1.4042,United Kingdom,
1020,Hermosillo,29.0989,-110.9542,Mexico,1
1021,Cochabamba,-17.3833,-66.1667,Bolivia,1
1022,Weichanglu,37.1792,119.9333,China,0
1023,Shache,38.4261,77.25,China,
1024,Wuxi,26.5895,111.8481,China,0
1025,Leping,28.9632,117.1203,China,0
1026,Hailun,47.4585,126.9632,China,0
1027,Macheng,31.1817,115.0189,China,
1028,Akure,7.25,5.195,Nigeria,1
1029,Ilorin,8.5,4.55,Nigeria,1
1030,Yuci,37.6823,112.7281,China,
1031,Saratov,51.5333,46.0167,Russia,1
1032,Erbil,36.1912,44.0092,Iraq,1
1033,Iguaçu,-22.74,-43.47,Brazil,
1034,Pasig City,14.575,121.0833,Philippines,1
1035,Dehui,44.5333,125.7,China,
1036,Kālkāji Devi,28.5485,77.2513,India,
1037,Bhubaneshwar,20.27,85.84,India,1
1038,Honolulu,21.3294,-157.846,United States,1
1039,Tongchuan,34.9057,108.9422,China,0
1040,Cheongju,36.6333,127.4833,South Korea,1
1041,Chengxiang,31.4515,121.1043,China,0
1042,Thessaloníki,40.6403,22.9347,Greece,1
1043,Warri,5.5167,5.75,Nigeria,0
1044,Sakai,34.5733,135.4831,Japan,
1045,Pointe-Noire,-4.8,11.85,Congo (Brazzaville),1
1046,Rongjiawan,29.1409,113.1087,China,0
1047,Mediouna,33.45,-7.51,Morocco,
1048,Butterworth,5.3992,100.3639,Malaysia,
1049,Renqiu,38.7094,116.1008,China,
1050,Xindi,29.8182,113.4653,China,
1051,Bhayandar,19.29,72.85,India,
1052,Wu’an,36.6941,114.1847,China,
1053,São Bernardo do Campo,-23.7,-46.55,Brazil,
1054,Māndvi,19.3,72.85,India,
1055,Barinas,8.6333,-70.2,Venezuela,1
1056,Zijinglu,34.7513,112.9854,China,0
1057,Gaoyou,32.7847,119.4432,China,0
1058,Culiacán,24.8069,-107.3939,Mexico,1
1059,Hejian,38.4451,116.0897,China,
1060,Yiyang,26.4103,112.3913,China,0
1061,Puxi,35.2125,114.735,China,0
1062,Androtsy,-24.1,46.3,Madagascar,
1063,McAllen,26.2252,-98.2467,United States,
1064,Qingping,34.538,113.3796,China,0
1065,Omaha,41.2627,-96.0529,United States,
1066,João Pessoa,-7.12,-34.88,Brazil,1
1067,Dongyang,29.2785,120.2282,China,0
1068,Querétaro,20.5875,-100.3928,Mexico,1
1069,Kraków,50.0614,19.9372,Poland,1
1070,George Town,5.4144,100.3292,Malaysia,1
1071,Abaeté,-19.1583,-45.4522,Brazil,
1072,Palermo,2.8917,-75.4375,Colombia,0
1073,Valencia,39.47,-0.3764,Spain,1
1074,Xigazê,29.25,88.8833,China,0
1075,El Paso,31.8476,-106.43,United States,
1076,Seyhan,36.9831,35.3328,Turkey,0
1077,Niigata,37.9161,139.0364,Japan,1
1078,Hempstead,40.6629,-73.6089,United States,
1079,Leeds,53.8003,-1.5497,United Kingdom,
1080,Hamamatsu,34.7108,137.7275,Japan,
1081,Bağcılar,41.0344,28.8564,Turkey,
1082,Xiangxiang,27.7389,112.5223,China,
1083,Bilbao,43.2569,-2.9236,Spain,0
1084,Chaohucun,31.6783,117.7353,China,
1085,Fuyang,30.0553,119.95,China,0
1086,Homs,34.7333,36.7167,Syria,1
1087,Küçükçekmece,41,28.8,Turkey,0
1088,Lubango,-14.9167,13.5,Angola,1
1089,Zouping,36.8625,117.7424,China,
1090,Khŭjand,40.2833,69.6333,Tajikistan,1
1091,San Luis Potosí,22.1511,-100.9761,Mexico,1
1092,Nottingham,52.9533,-1.15,United Kingdom,
1093,Cencheng,22.9297,111.0186,China,0
1094,Dali,25.6808,100.3003,China,
1095,Hamhŭng,39.9167,127.5333,North Korea,1
1096,Korla,41.7259,86.1746,China,0
1097,Rājshāhi,24.3667,88.6,Bangladesh,1
1098,Erzurum,39.9086,41.2769,Turkey,1
1099,Frankfurt,50.1106,8.6822,Germany,0
1100,Al ‘Ayn,24.2075,55.7447,United Arab Emirates,
1101,Songzi,30.1772,111.7732,China,
1102,Albuquerque,35.1054,-106.6465,United States,
1103,Patiāla,30.34,76.38,India,
1104,Laixi,36.8667,120.5333,China,
1105,Bahawalpur,29.3956,71.6836,Pakistan,0
1106,Zhongba,31.7761,104.7406,China,0
1107,Kaduna,10.5167,7.4333,Nigeria,1
1108,Qingnian,36.8494,115.7061,China,0
1109,San Pedro Sula,15.5,-88.0333,Honduras,1
1110,Qamdo,31.1375,97.1777,China,0
1111,Xinhualu,34.3962,113.7249,China,0
1112,Nerima,35.7355,139.6517,Japan,
1113,Guangshui,31.6189,113.8229,China,
1114,Pietermaritzburg,-29.6167,30.3833,South Africa,1
1115,Baardheere,2.3333,42.2833,Somalia,
1116,Tlajomulco de Zúñiga,20.4736,-103.4431,Mexico,0
1117,Samarinda,-0.5,117.1378,Indonesia,1
1118,Changhua,24.0667,120.5333,Taiwan,1
1119,Sizhan,39.0099,106.3694,China,
1120,Ciudad Guayana,8.3667,-62.65,Venezuela,0
1121,Cúcuta,7.8942,-72.5039,Colombia,1
1122,Dhūlia,20.8997,74.7697,India,
1123,Burco,9.5279,45.5345,Somalia,1
1124,Licheng,31.4174,119.4786,China,0
1125,Ōta-ku,35.5613,139.716,Japan,
1126,Thiruvananthapuram,8.4875,76.9525,India,1
1127,Tyumen,57.15,65.5333,Russia,1
1128,Nampula,-15.1167,39.2667,Mozambique,1
1129,Zaporizhzhia,47.85,35.1175,Ukraine,1
1130,Kyaukse,21.6131,96.1303,Myanmar,
1131,Chengguan,35.5256,113.6976,China,0
1132,Kumamoto,32.8031,130.7078,Japan,1
1133,Nehe,48.48,124.8738,China,0
1134,Osogbo,7.7667,4.5667,Nigeria,1
1135,Cabinda,-5.56,12.19,Angola,1
1136,Kermān,30.2833,57.0833,Iran,1
1137,Zunhua,40.1881,117.9593,China,0
1138,Rochester,43.168,-77.6162,United States,
1139,Valenzuela,14.7,120.98,Philippines,1
1140,Orūmīyeh,37.5486,45.0675,Iran,1
1141,Wugang,26.7345,110.6293,China,
1142,Shuangqiao,35.0833,112.5833,China,0
1143,Tshikapa,-6.4167,20.8,Congo (Kinshasa),
1144,São José dos Campos,-23.1789,-45.8869,Brazil,
1145,Comodoro Rivadavia,-45.8647,-67.4808,Argentina,0
1146,Cagayan de Oro,8.4833,124.65,Philippines,1
1147,Tondo,14.617,120.967,Philippines,
1148,Langzhong,31.5504,105.9938,China,0
1149,Qian’an,40.0059,118.6973,China,
1150,Lviv,49.8425,24.0322,Ukraine,1
1151,Sarasota,27.3387,-82.5432,United States,
1152,Reynosa,26.0922,-98.2778,Mexico,0
1153,Santo André,-23.6572,-46.5333,Brazil,
1154,An Najaf,32,44.33,Iraq,1
1155,Sagamihara,35.5667,139.3667,Japan,
1156,Guli,28.9008,120.0284,China,
1157,Mississauga,43.6,-79.65,Canada,
1158,Concepción,-36.8282,-73.0514,Chile,1
1159,Okayama,34.65,133.9167,Japan,1
1160,Anlu,31.2575,113.6783,China,0
